tenant_id,company_name,industry,investment_usd,employee_count,land_needed_ha,power_requirement_kw,water_requirement_m3,export_oriented,preferred_region,budget_min_etb,budget_max_etb,chosen_park_id,chosen_park_name,match_score,placement_successful,satisfaction_rating,placement_date
TEN68536,African Beverage Share Company,beverage,6277340,641,10.39,703.3,99.5,False,SNNPR,52911.1733404053,150691.37000342447,adama,Adama Industrial Park,89.0,True,5.0,2024-01-17 16:12:18.954144
TEN67065,Nile Garment Share Company,garment,7528076,858,13.42,435.8,117.1,True,any,64185.76111133658,178478.2701231874,hawassa,Hawassa Industrial Park,100.0,True,5.0,2024-11-25 16:12:18.954144
TEN47487,Abyssinia Electronics PLC,electronics,1464069,343,8.19,593.5,122.1,False,Dire Dawa,14008.093442399117,36756.15280785551,addis_industrial_village,Addis Industrial Village (AIV),89.0,True,5.0,2025-01-06 16:12:18.954144
TEN63143,Abyssinia Medical Corporation,medical,504819,720,12.09,453.8,151.5,True,any,4054.066625041709,13648.397162712161,bole_lemi,Bole Lemi Industrial Park,70.0,False,2.4,2024-05-23 16:12:18.954144
TEN63363,Entoto Coffee Processing Share Company,coffee_processing,5139031,405,5.57,787.6,114.2,False,SNNPR,46853.88910197855,128638.6394362291,jimma,Jimma Industrial Park,89.0,True,5.0,2025-04-21 16:12:18.954144
TEN70142,Piassa Horticulture Group,horticulture,4696677,882,12.44,1719.1,286.9,False,any,45670.70581846749,116570.12174860884,hawassa,Hawassa Industrial Park,66.0,True,4.1,2025-05-29 16:12:18.954144
TEN22190,Merkato Medical International,medical,5797082,869,11.05,894.8,273.1,False,Oromia,55058.22840285574,135767.24757125313,kilinto,Kilinto Industrial Park,89.0,True,4.8,2025-05-31 16:12:18.954144
TEN42728,Harar Food Processing Manufacturing,food_processing,3690481,287,5.62,229.5,113.1,False,SNNPR,35273.16332502961,78233.71299451073,adama,Adama Industrial Park,89.0,False,3.0,2026-01-03 16:12:18.954144
TEN74330,African Horticulture Corporation,horticulture,8591518,93,3.1,90.5,42.7,False,Oromia,73547.97547575514,190911.50143500313,adama,Adama Industrial Park,66.0,True,4.1,2024-09-07 16:12:18.954144
TEN70302,Gondar Horticulture PLC,horticulture,8930135,83,2.89,148.6,34.1,False,Dire Dawa,71652.18800937686,197423.17255886,dire_dawa_ftz,Dire Dawa Free Trade Zone,66.0,True,3.9,2025-04-19 16:12:18.954144
TEN64931,Harar Pharmaceutical Factory,pharmaceutical,10819750,330,4.87,398.3,113.9,True,SNNPR,105045.18936484771,246650.21627566035,kilinto,Kilinto Industrial Park,93.0,True,5.0,2025-05-20 16:12:18.954144
TEN29601,Meskel Leather PLC,leather,5028994,788,12.0,1050.4,348.7,True,any,42008.26586935507,125704.6246992954,ict_park,ICT Park,66.0,True,3.8,2025-02-20 16:12:18.954144
TEN72460,Blue Nile Automotive Enterprise,automotive,21842582,764,10.67,1032.7,198.2,False,Oromia,207268.3329491849,493591.92348608054,semera,Semera Industrial Park,74.0,True,4.5,2025-01-22 16:12:18.954144
TEN80574,African Textile Textile Mill,textile,3034027,1886,20.94,2865.5,645.4,False,any,26427.036820844005,81105.39253213744,hawassa,Hawassa Industrial Park,96.0,True,5.0,2024-12-15 16:12:18.954144
TEN63054,Nile Beverage Share Company,beverage,2930151,524,9.65,765.5,247.0,False,any,24390.573929075,65290.15023315317,adama,Adama Industrial Park,96.0,True,5.0,2024-03-20 16:12:18.954144
TEN34102,Addis Manufacturing Manufacturing,manufacturing,7964156,327,7.28,624.0,130.5,False,SNNPR,75305.43411392925,212007.62846265463,dire_dawa_ftz,Dire Dawa Free Trade Zone,89.0,True,4.8,2025-10-04 16:12:18.954144
TEN30352,Nile Apparel International,apparel,10201191,2138,22.12,3541.4,661.9,False,Dire Dawa,100616.1744828482,243792.77628600574,hawassa,Hawassa Industrial Park,89.0,True,4.9,2025-09-02 16:12:18.954144
TEN45705,Piassa Footwear Manufacturing,footwear,3862327,2357,24.2,3524.5,1046.9,True,Dire Dawa,38387.99453206034,104191.01673295767,bole_lemi_ii,Bole Lemi II Industrial Park,78.0,True,4.5,2024-03-29 16:12:18.954144
TEN67915,Lalibela Steel Factory,steel,47935345,1222,15.6,1178.6,291.9,False,any,423001.0232629417,1033350.6395781653,semera,Semera Industrial Park,81.0,True,4.8,2025-08-23 16:12:18.954144
TEN48393,Sheba Coffee Processing PLC,coffee_processing,8371835,343,6.34,525.4,101.8,False,Amhara,76153.76409538732,183223.55124697275,adama,Adama Industrial Park,74.0,True,3.9,2024-03-19 16:12:18.954144
TEN90375,Axum Manufacturing Textile Mill,manufacturing,6847794,898,10.47,555.7,314.4,False,any,63663.352468653895,173382.32753235986,semera,Semera Industrial Park,96.0,True,4.9,2025-08-23 16:12:18.954144
TEN80119,Addis Beverage Manufacturing,beverage,8139388,163,4.91,148.0,56.9,True,Addis Ababa,80943.48867415226,185750.15681770054,adama,Adama Industrial Park,89.0,True,4.5,2025-10-09 16:12:18.954144
TEN53286,Nile Footwear Manufacturing,footwear,9280890,260,4.08,293.9,107.7,False,Addis Ababa,75287.29142035218,257605.29342502757,bole_lemi,Bole Lemi Industrial Park,81.0,True,4.2,2025-04-28 16:12:18.954144
TEN36106,Piassa Manufacturing Share Company,manufacturing,711652,898,10.03,1483.7,179.2,False,Addis Ababa,6434.955394134014,21222.28709884508,bole_lemi_ii,Bole Lemi II Industrial Park,96.0,True,5.0,2025-02-13 16:12:18.954144
TEN16827,Abyssinia Pharmaceutical Share Company,pharmaceutical,3415524,372,7.57,492.7,55.4,False,Oromia,28936.085964258844,83139.37537408527,kilinto,Kilinto Industrial Park,89.0,True,5.0,2024-11-30 16:12:18.954144
TEN42600,African Medical Enterprise,medical,1204531,59,3.7,90.6,22.1,True,any,9856.440006397092,31542.38909979111,hawassa,Hawassa Industrial Park,70.0,True,4.1,2024-01-22 16:12:18.954144
TEN67503,Abyssinia Horticulture PLC,horticulture,2301733,860,9.67,730.2,423.7,False,any,21586.80284973826,54278.71947948728,hawassa,Hawassa Industrial Park,66.0,False,2.2,2024-10-18 16:12:18.954144
TEN46087,African Horticulture Share Company,horticulture,9605566,351,7.15,275.4,61.3,True,any,87048.27928426406,235277.21590494478,kilinto,Kilinto Industrial Park,70.0,True,4.3,2024-08-09 16:12:18.954144
TEN96283,Merkato Manufacturing Industries,manufacturing,3612748,801,12.48,1145.1,196.7,False,Addis Ababa,32688.648018260854,90230.15731136563,bole_lemi_ii,Bole Lemi II Industrial Park,96.0,True,5.0,2024-03-24 16:12:18.954144
TEN36486,Blue Nile Agro Processing Enterprise,agro_processing,2114912,213,4.98,127.8,92.5,True,any,17729.80066364704,42971.14472129288,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2024-04-11 16:12:18.954144
TEN20480,Piassa Food Processing International,food_processing,6646400,150,2.99,236.5,15.8,False,any,53978.07546284883,170016.23393373552,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2025-11-11 16:12:18.954144
TEN40279,Merkato Food Processing Industries,food_processing,1182046,641,10.21,1122.8,84.1,True,Addis Ababa,9912.920141762097,31405.502555428695,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2024-06-17 16:12:18.954144
TEN31864,African Steel Corporation,steel,12080936,1678,20.73,2290.2,620.5,False,Addis Ababa,106349.86102956487,282393.433884306,bole_lemi_ii,Bole Lemi II Industrial Park,81.0,False,2.6,2025-01-14 16:12:18.954144
TEN83812,Abyssinia Agro Processing Processing,agro_processing,5946792,663,10.93,741.6,234.2,False,SNNPR,56681.351029710815,174011.87110098635,mekelle,Mekelle Industrial Park,89.0,False,2.9,2024-11-29 16:12:18.954144
TEN38157,Gondar Textile PLC,textile,5772818,341,6.59,435.3,169.6,True,SNNPR,55090.26855478644,169914.11773431653,bole_lemi,Bole Lemi Industrial Park,93.0,True,5.0,2025-08-03 16:12:18.954144
TEN38499,Nile Footwear Factory,footwear,7158628,1285,17.35,1124.1,260.2,True,Dire Dawa,68621.2363334713,155550.00612313813,bole_lemi_ii,Bole Lemi II Industrial Park,78.0,True,4.2,2024-05-29 16:12:18.954144
TEN25799,Sheba Manufacturing International,manufacturing,1438227,130,5.95,130.2,58.7,False,any,13949.30087227901,42120.68056664938,semera,Semera Industrial Park,96.0,True,4.9,2024-07-22 16:12:18.954144
TEN61495,Piassa Garment Group,garment,10058517,1507,18.11,1492.3,571.3,True,any,92040.55745356703,210231.3490958137,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-01-30 16:12:18.954144
TEN27677,Meskel Apparel Corporation,apparel,10587182,2149,25.34,2841.5,440.6,True,SNNPR,88892.27807742493,253596.7612152865,hawassa,Hawassa Industrial Park,100.0,True,5.0,2024-07-22 16:12:18.954144
TEN65514,Harar Medical Factory,medical,1701986,298,4.68,341.2,111.4,False,Amhara,14264.309746589128,39903.48572637786,kilinto,Kilinto Industrial Park,89.0,True,4.6,2025-01-16 16:12:18.954144
TEN24728,Ethiopia Metal Industries,metal,14785712,1426,16.74,2689.9,275.8,False,Addis Ababa,146347.23014917556,432737.82373731065,dire_dawa_ftz,Dire Dawa Free Trade Zone,74.0,True,4.4,2025-09-18 16:12:18.954144
TEN81932,Meskel Beverage Group,beverage,8405261,510,5.7,414.9,160.8,True,Oromia,79512.48445891014,179985.8396454259,adama,Adama Industrial Park,96.0,True,5.0,2024-03-01 16:12:18.954144
TEN18729,Merkato Electronics International,electronics,4785846,94,2.21,87.0,39.1,False,Addis Ababa,40883.66738496023,136496.29752834747,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,4.8,2024-03-16 16:12:18.954144
TEN34434,Abyssinia Manufacturing Corporation,manufacturing,6887106,286,5.65,447.5,132.0,False,Addis Ababa,68413.63732366588,176357.2653059027,bole_lemi_ii,Bole Lemi II Industrial Park,96.0,True,5.0,2025-03-03 16:12:18.954144
TEN46159,Ethiopia Agro Processing International,agro_processing,7100153,601,9.86,317.1,224.6,True,Dire Dawa,60460.34982821931,169492.76423570715,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2025-05-24 16:12:18.954144
TEN91988,Sheba Footwear Processing,footwear,7590872,1599,19.45,1010.1,404.4,False,any,64376.0722572788,163412.43277404018,addis_industrial_village,Addis Industrial Village (AIV),51.0,False,1.6,2025-08-28 16:12:18.954144
TEN78656,Horn Chemical Processing,chemical,6649856,384,6.95,586.0,69.5,True,any,66441.18238557524,197884.87933431278,kilinto,Kilinto Industrial Park,100.0,True,5.0,2025-02-18 16:12:18.954144
TEN51771,Bole Apparel Processing,apparel,9941610,2482,29.59,1681.8,563.5,False,any,85564.41710782392,272957.8114775235,mekelle,Mekelle Industrial Park,81.0,True,4.2,2025-08-28 16:12:18.954144
TEN57089,Nile Pharmaceutical Enterprise,pharmaceutical,22534694,63,3.91,88.7,21.7,False,Addis Ababa,186320.75424178314,641368.5422909746,kilinto,Kilinto Industrial Park,96.0,True,5.0,2024-12-09 16:12:18.954144
TEN64138,Sheba Automotive International,automotive,14228322,1120,12.44,940.1,295.0,False,any,141948.66711608673,392385.3332267814,semera,Semera Industrial Park,81.0,False,3.2,2024-04-18 16:12:18.954144
TEN59856,Gondar Automotive Processing,automotive,26803376,1558,19.98,2853.3,422.3,False,any,247207.79816322858,735073.9707765041,semera,Semera Industrial Park,81.0,True,4.9,2025-12-01 16:12:18.954144
TEN83098,Merkato Electronics Corporation,electronics,8076751,161,4.17,292.5,72.6,True,Addis Ababa,76974.01952917533,239281.20415071442,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2025-03-23 16:12:18.954144
TEN21854,Entoto Metal Share Company,metal,33350957,490,6.72,920.5,184.2,False,Amhara,278798.7519214364,862271.5575948707,dire_dawa_ftz,Dire Dawa Free Trade Zone,74.0,True,4.0,2025-12-15 16:12:18.954144
TEN26193,Nile Pharmaceutical Share Company,pharmaceutical,21807700,282,7.35,519.9,127.8,True,SNNPR,205263.96044092692,574430.610751395,kilinto,Kilinto Industrial Park,93.0,True,5.0,2024-08-04 16:12:18.954144
TEN29672,African Pharmaceutical Manufacturing,pharmaceutical,20466543,243,4.64,401.5,113.0,False,any,171053.91266091267,555062.3652873028,kilinto,Kilinto Industrial Park,96.0,True,5.0,2024-10-10 16:12:18.954144
TEN75225,Meskel Beverage Corporation,beverage,3531576,691,7.94,481.9,125.2,False,Amhara,33955.78231664915,92102.93459194039,adama,Adama Industrial Park,89.0,True,5.0,2024-10-02 16:12:18.954144
TEN37215,Ethiopia Steel Manufacturing,steel,10328773,1054,13.75,537.4,477.3,True,any,85692.79261395568,274050.94581236754,dire_dawa_ftz,Dire Dawa Free Trade Zone,85.0,False,3.0,2024-05-02 16:12:18.954144
TEN87983,African Beverage Enterprise,beverage,1971406,389,4.61,437.8,66.6,False,any,18725.73427705079,46528.90060998998,adama,Adama Industrial Park,96.0,True,5.0,2024-12-17 16:12:18.954144
TEN78766,Abyssinia Apparel Industries,apparel,10235372,1950,20.29,2352.1,290.2,False,Amhara,94412.17152667107,215894.9302988701,kombolcha,Kombolcha Industrial Park,96.0,True,5.0,2024-09-01 16:12:18.954144
TEN75063,Entoto Beverage International,beverage,5809796,487,6.54,663.6,170.1,False,any,52261.91666970221,163137.93063263953,dire_dawa_ftz,Dire Dawa Free Trade Zone,81.0,True,5.0,2026-01-08 16:12:18.954144
TEN64269,Ethiopia Leather Factory,leather,8299486,74,4.05,50.1,32.5,False,any,72199.71929753,232887.18891944448,bole_lemi,Bole Lemi Industrial Park,96.0,True,5.0,2025-04-24 16:12:18.954144
TEN90739,Addis Apparel Manufacturing,apparel,6037929,1460,17.38,1439.4,149.6,False,Dire Dawa,50646.33659263616,171104.35960839211,bole_lemi,Bole Lemi Industrial Park,74.0,False,2.8,2024-03-19 16:12:18.954144
TEN64257,Ethiopia Footwear Corporation,footwear,3606949,2172,25.04,3992.3,683.7,True,any,31015.02725519419,98288.06731565871,bole_lemi_ii,Bole Lemi II Industrial Park,85.0,True,4.5,2024-02-08 16:12:18.954144
TEN31753,Merkato Agro Processing Manufacturing,agro_processing,6432348,918,9.98,664.6,400.5,True,Dire Dawa,59115.74643101337,184260.63495914612,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2025-12-08 16:12:18.954144
TEN32939,Blue Nile Food Processing Factory,food_processing,1956225,523,7.97,447.9,146.8,False,Oromia,18720.854087217198,54339.83008535392,addis_industrial_village,Addis Industrial Village (AIV),89.0,True,5.0,2024-08-15 16:12:18.954144
TEN77652,Horn Footwear Industries,footwear,6706197,979,14.45,1565.1,303.0,False,Addis Ababa,63367.80280060948,164930.09057154678,bole_lemi,Bole Lemi Industrial Park,81.0,True,4.1,2025-11-25 16:12:18.954144
TEN93735,Abyssinia Apparel Factory,apparel,8832877,1565,20.15,1024.5,636.1,False,Oromia,74205.98034281495,201969.68394358587,hawassa,Hawassa Industrial Park,89.0,True,5.0,2025-04-05 16:12:18.954144
TEN51744,Axum Footwear Manufacturing,footwear,5590865,845,9.47,1637.1,273.7,True,Dire Dawa,55274.397884162536,156768.0132943065,bole_lemi,Bole Lemi Industrial Park,78.0,True,4.2,2025-01-28 16:12:18.954144
TEN61369,African Horticulture Group,horticulture,1351044,504,6.13,607.9,186.6,True,Amhara,13216.657899455246,35525.30598716977,kombolcha,Kombolcha Industrial Park,66.0,True,3.7,2025-02-03 16:12:18.954144
TEN71377,Blue Nile Chemical Enterprise,chemical,24510670,415,8.29,256.4,194.7,False,Addis Ababa,211301.17629933765,648164.7189067348,kilinto,Kilinto Industrial Park,96.0,True,5.0,2025-08-15 16:12:18.954144
TEN13966,Nile Food Processing Enterprise,food_processing,7077959,472,6.05,885.4,109.6,False,Amhara,58221.69192640316,175437.9783869951,addis_industrial_village,Addis Industrial Village (AIV),89.0,True,5.0,2025-09-01 16:12:18.954144
TEN79828,Piassa Electronics Processing,electronics,7306281,155,5.73,262.7,35.7,False,any,67079.49128081961,163556.60121468417,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2025-11-03 16:12:18.954144
TEN85260,Meskel Agro Processing Share Company,agro_processing,7733471,313,7.16,360.9,129.9,False,Addis Ababa,71026.72086485289,190468.30952406346,mekelle,Mekelle Industrial Park,89.0,True,4.6,2024-11-20 16:12:18.954144
TEN18058,Nile Apparel Industries,apparel,2824432,2650,30.08,3695.7,1134.1,True,any,27210.76763289703,81548.73876269127,kombolcha,Kombolcha Industrial Park,96.0,True,5.0,2024-10-03 16:12:18.954144
TEN66980,Harar Horticulture Share Company,horticulture,7042823,348,6.75,407.4,63.4,False,Oromia,64550.66992430763,183922.67161856277,adama,Adama Industrial Park,66.0,False,2.6,2025-11-07 16:12:18.954144
TEN14087,Sheba Coffee Processing Processing,coffee_processing,9708764,972,14.58,487.2,314.9,False,Oromia,91305.52506119056,232453.8610717739,jimma,Jimma Industrial Park,96.0,True,5.0,2024-06-30 16:12:18.954144
TEN30220,Lalibela Chemical International,chemical,7818677,389,6.53,304.3,98.7,False,any,64512.672557584796,157280.7217368026,kilinto,Kilinto Industrial Park,96.0,True,5.0,2024-03-07 16:12:18.954144
TEN65797,African Steel Enterprise,steel,10681667,428,5.4,731.4,190.1,False,any,96336.136961552,272601.4859186993,semera,Semera Industrial Park,81.0,True,4.2,2024-04-30 16:12:18.954144
TEN14385,Ethiopia Textile Group,textile,9357686,2567,29.98,2195.1,771.9,False,Oromia,83906.03086794319,221644.1479338873,arerti,Arerti Industrial Park,96.0,False,2.8,2024-07-19 16:12:18.954144
TEN97650,Nile Food Processing International,food_processing,9172974,576,6.61,1056.9,78.0,False,any,85009.39293410274,256668.82410845376,adama,Adama Industrial Park,96.0,True,5.0,2025-12-29 16:12:18.954144
TEN48616,Lalibela Automotive Manufacturing,automotive,39404238,1079,15.37,1468.5,251.0,True,any,318017.91115099017,1151732.4903265464,dire_dawa_ftz,Dire Dawa Free Trade Zone,85.0,True,4.8,2025-11-08 16:12:18.954144
TEN20814,Horn Automotive Corporation,automotive,16346715,1334,16.42,1980.3,289.1,False,Amhara,133286.61090362768,455053.7748103909,semera,Semera Industrial Park,74.0,True,4.0,2025-04-21 16:12:18.954144
TEN44242,Sheba Textile Enterprise,textile,11130444,656,7.85,910.3,105.3,False,any,93068.52514720865,281309.6011442929,hawassa,Hawassa Industrial Park,96.0,False,3.7,2024-05-10 16:12:18.954144
TEN37637,Harar Footwear PLC,footwear,13629238,2231,27.28,3693.5,435.4,False,any,126540.96270689243,375551.4630688786,bahir_dar,Bahir Dar Industrial Park,81.0,True,4.4,2025-03-07 16:12:18.954144
TEN11554,Lalibela Automotive Enterprise,automotive,40736868,1678,18.33,2559.4,429.6,True,Amhara,357018.2447632125,943339.0183322743,dire_dawa_ftz,Dire Dawa Free Trade Zone,78.0,False,2.2,2024-07-14 16:12:18.954144
TEN43468,Merkato Coffee Processing Enterprise,coffee_processing,7744164,914,12.39,1351.0,191.1,True,any,73928.12851859542,212894.10871574428,jimma,Jimma Industrial Park,96.0,True,5.0,2025-01-29 16:12:18.954144
TEN56073,Sheba Pharmaceutical Textile Mill,pharmaceutical,20374828,210,2.65,107.7,26.7,False,Amhara,173263.30371390795,414432.510563365,kilinto,Kilinto Industrial Park,89.0,True,5.0,2025-06-01 16:12:18.954144
TEN34217,Blue Nile Leather Manufacturing,leather,2512881,775,8.64,1090.4,194.0,False,any,21376.253129738492,61991.65798010187,bole_lemi_ii,Bole Lemi II Industrial Park,96.0,True,5.0,2024-10-29 16:12:18.954144
TEN43847,Axum Agro Processing Manufacturing,agro_processing,3217339,363,7.64,332.5,45.4,True,any,28573.669183828137,80167.13680551473,mekelle,Mekelle Industrial Park,96.0,True,5.0,2025-08-15 16:12:18.958511
TEN19229,Axum Horticulture Enterprise,horticulture,7735234,837,9.85,1226.2,389.2,False,Addis Ababa,62172.172131207866,193203.04619294094,bole_lemi,Bole Lemi Industrial Park,66.0,True,3.3,2024-12-06 16:12:18.958511
TEN62941,Nile Food Processing Corporation,food_processing,6033643,255,7.12,347.3,78.1,False,Amhara,50994.502434079666,143867.6241625439,adama,Adama Industrial Park,89.0,True,4.6,2024-07-10 16:12:18.958511
TEN20545,Piassa Coffee Processing Textile Mill,coffee_processing,5580612,391,6.21,566.3,189.1,True,Oromia,51875.05399946637,121468.62229565297,jimma,Jimma Industrial Park,96.0,True,5.0,2024-01-28 16:12:18.958511
TEN28342,Ethiopia Manufacturing Industries,manufacturing,2291270,967,13.01,1004.6,129.5,False,any,18446.394319216706,68655.23758722158,semera,Semera Industrial Park,96.0,True,5.0,2024-03-22 16:12:18.958511
TEN15611,Merkato Beverage Share Company,beverage,9458027,561,10.45,963.6,273.0,True,Oromia,79668.33180180541,251001.84334856368,adama,Adama Industrial Park,96.0,True,5.0,2024-07-09 16:12:18.958511
TEN16003,Sheba Footwear International,footwear,4908850,2573,30.39,1428.8,403.0,False,Dire Dawa,40552.38030660177,106632.44547625931,bahir_dar,Bahir Dar Industrial Park,74.0,True,4.5,2024-09-29 16:12:18.958511
TEN18271,Abyssinia Pharmaceutical Processing,pharmaceutical,21832095,477,5.56,823.4,69.5,False,any,189386.57366027267,619135.4974639994,kilinto,Kilinto Industrial Park,96.0,True,4.9,2024-02-09 16:12:18.958511
TEN45899,Horn Horticulture Processing,horticulture,5895382,190,6.16,321.0,77.1,False,Addis Ababa,49144.50394931823,139716.27001464486,bole_lemi,Bole Lemi Industrial Park,66.0,True,3.9,2025-08-26 16:12:18.958511
TEN95426,Lalibela Leather Processing,leather,6810431,860,12.6,450.2,253.5,True,Addis Ababa,63929.563843208125,190163.62723688845,bole_lemi,Bole Lemi Industrial Park,100.0,True,5.0,2025-04-07 16:12:18.958511
TEN90222,Nile Electronics International,electronics,7412738,511,6.69,389.3,192.5,False,any,71554.91674982963,170581.90955504024,addis_industrial_village,Addis Industrial Village (AIV),96.0,True,5.0,2024-07-16 16:12:18.958511
TEN37277,Axum Leather PLC,leather,6571696,683,11.21,1352.5,207.0,False,any,55119.69266301771,183784.9027929273,bole_lemi,Bole Lemi Industrial Park,96.0,False,3.2,2025-07-13 16:12:18.958511
TEN69394,Ethiopia Pharmaceutical Share Company,pharmaceutical,3446719,393,4.67,411.2,72.2,True,any,32677.769889612486,100811.75172653551,kilinto,Kilinto Industrial Park,100.0,True,5.0,2025-09-13 16:12:18.958511
TEN40154,Blue Nile Apparel Factory,apparel,13103135,1163,14.13,1592.9,311.2,False,any,110794.398268161,293132.6390075024,hawassa,Hawassa Industrial Park,96.0,True,5.0,2025-10-26 16:12:18.958511
TEN27878,Piassa Automotive Industries,automotive,37508051,1348,14.22,1555.3,251.4,False,Oromia,347476.16857166396,1116073.0212489974,semera,Semera Industrial Park,74.0,True,4.4,2025-11-09 16:12:18.958511
TEN89119,African Food Processing International,food_processing,2364104,239,6.72,283.9,40.3,True,any,23417.68012630743,68690.88809603521,dire_dawa_ftz,Dire Dawa Free Trade Zone,100.0,True,5.0,2024-11-14 16:12:18.958511
TEN42329,Sheba Electronics Factory,electronics,4131304,550,8.66,965.5,116.4,False,any,36638.45894750217,91814.37317686903,ict_park,ICT Park,96.0,True,5.0,2024-11-08 16:12:18.958511
TEN22844,Piassa Garment Enterprise,garment,8896240,364,7.44,457.3,98.4,True,any,75449.21592032198,227609.14090314874,hawassa,Hawassa Industrial Park,100.0,True,5.0,2025-08-27 16:12:18.958511
TEN84760,Addis Coffee Processing Enterprise,coffee_processing,4510801,352,6.93,223.9,102.8,True,any,40270.27193987675,96469.06892941742,jimma,Jimma Industrial Park,96.0,True,5.0,2024-04-08 16:12:18.958511
TEN65823,Axum Metal Group,metal,47506909,1591,16.42,2292.6,404.0,False,Oromia,431594.10248110205,1327570.4783366835,semera,Semera Industrial Park,74.0,True,4.6,2025-11-14 16:12:18.958511
TEN94957,Nile Electronics Corporation,electronics,6606747,981,14.31,653.8,241.6,False,SNNPR,62226.79798988593,145659.78310302773,bole_lemi,Bole Lemi Industrial Park,59.0,True,3.6,2024-05-25 16:12:18.958511
TEN55249,Piassa Chemical Enterprise,chemical,9564418,435,6.29,803.4,131.1,False,Oromia,86107.50063947268,270630.9293450178,kilinto,Kilinto Industrial Park,89.0,True,5.0,2025-03-16 16:12:18.958511
TEN21443,Nile Metal Processing,metal,29705849,1421,18.31,2725.5,601.8,False,Amhara,290995.2802469707,679780.5351607755,dire_dawa_ftz,Dire Dawa Free Trade Zone,74.0,True,3.8,2025-08-11 16:12:18.958511
TEN72115,Harar Automotive Processing,automotive,18707398,458,7.42,659.9,99.5,False,SNNPR,166266.11730044518,494751.6443244073,semera,Semera Industrial Park,74.0,True,4.6,2025-05-17 16:12:18.959529
TEN81888,Piassa Electronics Enterprise,electronics,6135087,710,9.45,720.1,254.5,True,Dire Dawa,52811.83920087461,130797.24815806917,addis_industrial_village,Addis Industrial Village (AIV),89.0,True,4.7,2024-09-01 16:12:18.959529
TEN47387,African Coffee Processing Manufacturing,coffee_processing,1293880,345,4.62,319.7,166.5,False,Dire Dawa,12523.028940140768,34842.36750933138,jimma,Jimma Industrial Park,89.0,True,4.7,2025-11-28 16:12:18.959529
TEN55068,Horn Agro Processing Factory,agro_processing,2621873,688,9.36,725.5,125.3,False,any,23326.432282561356,78012.93125908443,mekelle,Mekelle Industrial Park,96.0,True,4.8,2024-08-16 16:12:18.959529
TEN48739,Meskel Footwear Textile Mill,footwear,6372365,2076,21.96,4059.0,661.1,False,any,63336.281033056424,175505.23339500636,semera,Semera Industrial Park,66.0,True,3.9,2024-10-14 16:12:18.959529
TEN90939,Sheba Agro Processing Enterprise,agro_processing,2384343,805,11.84,1489.5,125.4,False,Amhara,20779.041611611436,55468.55607402064,mekelle,Mekelle Industrial Park,89.0,True,5.0,2025-03-31 16:12:18.959529
TEN74286,Gondar Chemical Group,chemical,4804799,61,3.53,71.3,22.5,True,SNNPR,44252.94662666978,141424.5577467491,bole_lemi,Bole Lemi Industrial Park,63.0,True,3.9,2024-10-29 16:12:18.959529
TEN68224,Bole Coffee Processing Enterprise,coffee_processing,6755068,445,5.0,452.7,99.3,False,SNNPR,57940.028841867555,189525.10449122355,hawassa,Hawassa Industrial Park,66.0,False,2.1,2024-05-18 16:12:18.959529
TEN87421,Merkato Apparel Share Company,apparel,4486033,788,9.74,1562.3,244.4,True,any,35947.64891950976,118377.70795315955,hawassa,Hawassa Industrial Park,100.0,True,5.0,2024-06-07 16:12:18.959529
TEN49834,Meskel Footwear Corporation,footwear,4120669,1016,14.41,949.1,301.0,False,Dire Dawa,39062.755557448356,91665.11516824727,bole_lemi,Bole Lemi Industrial Park,74.0,True,4.0,2024-03-25 16:12:18.959529
TEN13728,Blue Nile Automotive Textile Mill,automotive,48876645,404,7.54,376.3,69.4,False,any,439210.4416325912,1451941.9951303808,semera,Semera Industrial Park,81.0,True,4.5,2024-10-20 16:12:18.959529
TEN31344,Ethiopia Food Processing Manufacturing,food_processing,8486637,743,12.31,1283.5,185.2,False,Oromia,73319.13109697582,244272.33793943765,adama,Adama Industrial Park,96.0,True,5.0,2024-11-06 16:12:18.959529
TEN22387,African Coffee Processing Corporation,coffee_processing,5362980,99,2.8,144.4,12.9,True,any,46364.10828296058,124217.90225559546,semera,Semera Industrial Park,83.0,True,4.8,2025-01-03 16:12:18.959529
TEN31368,Blue Nile Leather Industries,leather,6399361,597,10.17,310.0,183.4,True,Oromia,53172.99338708535,142137.07119508582,bole_lemi,Bole Lemi Industrial Park,93.0,True,5.0,2024-07-20 16:12:18.959529
TEN12277,Meskel Horticulture Factory,horticulture,9746138,779,11.45,1327.3,207.9,False,SNNPR,84042.37999056351,230259.19276249257,kilinto,Kilinto Industrial Park,59.0,True,3.3,2025-09-10 16:12:18.959529
