id,assetCode,name,description,category,status,condition,parkId,parkName,location,purchaseDate,purchaseCost,currentValue,depreciationRate,manufacturer,model,serialNumber,maintenanceInterval,lastMaintenanceDate,nextMaintenanceDate,warrantyExpiry,age_days,maintenance_count,days_since_maintenance,failure_probability,createdAt,updatedAt
asset_0262,INF-666909-736,General Electric Infrastructure #263,General Electric industrial infrastructure for manufacturing operations,infrastructure,maintenance,fair,kombolcha,Bole Lemi Industrial Park,"Building B, Floor 3",2023-06-24T00:23:31.979425,947221,604452.9,16.16,General Electric,General Electric-502,SN9056394,180,2025-09-24T00:23:31.983042,2026-03-23T00:23:31.983042,2024-06-23T00:23:31.979425,931,5,108,10.26,2023-06-24T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0263,OTH-245083-464,Generic Brand Other #264,Generic Brand industrial other for manufacturing operations,other,operational,fair,bole-lemi,Kilinto Industrial Park,"Building D, Floor 2",2022-01-15T00:23:31.979425,2605,1485.4,13.14,Generic Brand,Generic Brand-986,SN3404795,180,2025-12-16T00:23:31.983042,2026-06-14T00:23:31.983042,2024-01-15T00:23:31.979425,1456,8,25,10.4,2022-01-15T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0264,OTH-259320-983,Generic Brand Other #265,Generic Brand industrial other for manufacturing operations,other,operational,fair,kilinto,Kombolcha Industrial Park,"Building A, Floor 1",2024-06-24T00:23:31.979425,31069,27023.89,8.62,Generic Brand,Generic Brand-938,SN9743877,180,2025-08-13T00:23:31.983042,2026-02-09T00:23:31.983042,2026-06-24T00:23:31.979425,565,3,150,10.15,2024-06-24T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0265,FUR-111501-709,Generic Brand Furniture #266,Generic Brand industrial furniture for manufacturing operations,furniture,damaged,critical,kombolcha,Kilinto Industrial Park,"Building C, Floor 3",2022-03-15T00:23:31.979425,1678,955.09,13.7,Generic Brand,Generic Brand-482,SN3952980,180,2025-08-20T00:23:31.983042,2026-02-16T00:23:31.983042,2025-03-14T00:23:31.979425,1397,7,143,25.38,2022-03-15T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0266,FUR-640320-903,Generic Brand Furniture #267,Generic Brand industrial furniture for manufacturing operations,furniture,operational,good,kombolcha,Bole Lemi Industrial Park,"Building A, Floor 3",2021-12-22T00:23:31.979425,1060,562.43,14.48,Generic Brand,Generic Brand-745,SN8104631,180,2025-10-23T00:23:31.983042,2026-04-21T00:23:31.983042,2024-12-21T00:23:31.979425,1480,8,79,7.41,2021-12-22T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0267,UTI-773335-752,KSB Utility #268,KSB industrial utility for manufacturing operations,utility,operational,fair,kombolcha,Kombolcha Industrial Park,"Building A, Floor 1",2024-10-01T00:23:31.979425,35965,33078.59,6.35,KSB,KSB-494,SN9944293,90,2025-12-03T00:23:31.983042,2026-03-03T00:23:31.983042,2027-10-01T00:23:31.979425,466,5,38,10.13,2024-10-01T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0268,UTI-595113-846,KSB Utility #269,KSB industrial utility for manufacturing operations,utility,maintenance,poor,bole-lemi,Hawassa Industrial Park,"Building B, Floor 1",2022-03-18T00:23:31.979425,61756,28892.57,18.05,KSB,KSB-365,SN8237186,90,2025-11-22T00:23:31.983042,2026-02-20T00:23:31.983042,2024-03-17T00:23:31.979425,1394,15,49,15.38,2022-03-18T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0269,MAC-904039-625,ABB Machinery #270,ABB industrial machinery for manufacturing operations,machinery,operational,good,bole-lemi,Hawassa Industrial Park,"Building C, Floor 2",2025-05-27T00:23:31.979425,266667,237568.19,16.9,ABB,ABB-357,SN3834097,90,2025-10-12T00:23:31.983042,2026-01-10T00:23:31.983042,2026-05-27T00:23:31.979425,228,2,90,7.06,2025-05-27T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0270,TOO-578078-981,Generic Brand Tool #271,Generic Brand industrial tool for manufacturing operations,tool,operational,fair,bole-lemi,Bole Lemi Industrial Park,"Building B, Floor 2",2022-10-16T00:23:31.979425,1362,947.89,10.6,Generic Brand,Generic Brand-413,SN7715963,180,2025-12-21T00:23:31.983042,2026-06-19T00:23:31.983042,2023-10-16T00:23:31.979425,1182,6,20,10.32,2022-10-16T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0271,SAF-170695-658,Generic Brand Safety Equipment #272,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,maintenance,good,hawassa-park,Hawassa Industrial Park,"Building D, Floor 2",2022-02-21T00:23:31.979425,9903,7810.65,5.93,Generic Brand,Generic Brand-398,SN5715440,180,2025-09-01T00:23:31.983042,2026-02-28T00:23:31.983042,2024-02-21T00:23:31.979425,1419,7,131,7.39,2022-02-21T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0272,FUR-512568-112,Generic Brand Furniture #273,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,critical,kombolcha,Hawassa Industrial Park,"Building C, Floor 2",2021-06-26T00:23:31.979425,1923,1357.77,7.38,Generic Brand,Generic Brand-259,SN8368414,180,2025-12-18T00:23:31.983042,2026-06-16T00:23:31.983042,2024-06-25T00:23:31.979425,1659,9,23,25.45,2021-06-26T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0273,OTH-291631-151,Generic Brand Other #274,Generic Brand industrial other for manufacturing operations,other,repair,poor,bole-lemi,Bole Lemi Industrial Park,"Building B, Floor 3",2023-06-07T00:23:31.979425,9815,8370.22,5.95,Generic Brand,Generic Brand-230,SN3070918,180,2025-09-25T00:23:31.983042,2026-03-24T00:23:31.983042,2026-06-06T00:23:31.979425,948,5,107,15.26,2023-06-07T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0274,MAC-989287-565,Siemens Machinery #275,Siemens industrial machinery for manufacturing operations,machinery,operational,good,kombolcha,Kilinto Industrial Park,"Building B, Floor 3",2025-09-12T00:23:31.979425,146574,140607.28,11.88,Siemens,Siemens-791,SN4752386,90,2025-11-25T00:23:31.983042,2026-02-23T00:23:31.983042,2028-09-11T00:23:31.979425,120,1,46,7.03,2025-09-12T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0275,INF-609174-433,General Electric Infrastructure #276,General Electric industrial infrastructure for manufacturing operations,infrastructure,repair,fair,kilinto,Kombolcha Industrial Park,"Building C, Floor 2",2024-04-14T00:23:31.979425,308740,248109.95,11.8,General Electric,General Electric-651,SN4498893,180,2025-10-04T00:23:31.983042,2026-04-02T00:23:31.983042,2025-04-14T00:23:31.979425,636,3,98,10.17,2024-04-14T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0276,INF-537869-953,General Electric Infrastructure #277,General Electric industrial infrastructure for manufacturing operations,infrastructure,operational,excellent,hawassa-park,Hawassa Industrial Park,"Building C, Floor 1",2024-06-01T00:23:31.979425,587925,440678.26,16.4,General Electric,General Electric-264,SN8988368,180,2025-07-31T00:23:31.983042,2026-01-27T00:23:31.983042,2026-06-01T00:23:31.979425,588,3,163,5.16,2024-06-01T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0277,IT--185996-789,HP It Equipment #278,HP industrial it-equipment for manufacturing operations,it-equipment,operational,fair,kilinto,Hawassa Industrial Park,"Building C, Floor 3",2021-10-02T00:23:31.979425,2584,1293.34,14.95,HP,HP-291,SN5057248,365,2025-04-30T00:23:31.983042,2026-04-30T00:23:31.983042,2022-10-02T00:23:31.979425,1561,4,255,10.43,2021-10-02T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0278,SAF-186882-625,Generic Brand Safety Equipment #279,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,critical,kilinto,Hawassa Industrial Park,"Building A, Floor 1",2023-01-20T00:23:31.979425,892,704.7,7.62,Generic Brand,Generic Brand-591,SN8486954,180,2025-09-08T00:23:31.983042,2026-03-07T00:23:31.983042,2025-01-19T00:23:31.979425,1086,6,124,25.3,2023-01-20T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0279,FUR-909249-901,Generic Brand Furniture #280,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,critical,kilinto,Hawassa Industrial Park,"Building B, Floor 3",2022-02-07T00:23:31.979425,2143,922.97,19.32,Generic Brand,Generic Brand-252,SN5932030,180,2025-10-12T00:23:31.983042,2026-04-10T00:23:31.983042,2023-02-07T00:23:31.979425,1433,7,90,25.39,2022-02-07T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0280,INF-227585-905,Caterpillar Infrastructure #281,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,operational,poor,kombolcha,Bole Lemi Industrial Park,"Building C, Floor 3",2021-02-11T00:23:31.979425,241150,133135.91,11.39,Caterpillar,Caterpillar-928,SN5952786,180,2025-12-13T00:23:31.983042,2026-06-11T00:23:31.983042,2023-02-11T00:23:31.979425,1794,9,28,15.49,2021-02-11T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0281,FUR-477637-674,Generic Brand Furniture #282,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,good,bole-lemi,Kilinto Industrial Park,"Building A, Floor 2",2025-07-27T00:23:31.979425,4109,3843.62,13.59,Generic Brand,Generic Brand-291,SN9651408,180,2025-09-20T00:23:31.983042,2026-03-19T00:23:31.983042,2026-07-27T00:23:31.979425,167,0,112,7.05,2025-07-27T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0282,MAC-947014-435,ABB Machinery #283,ABB industrial machinery for manufacturing operations,machinery,damaged,critical,kilinto,Hawassa Industrial Park,"Building B, Floor 1",2023-09-03T00:23:31.979425,222578,144745.77,16.7,ABB,ABB-355,SN7022694,90,2026-01-07T00:23:31.983042,2026-04-07T00:23:31.983042,2026-09-02T00:23:31.979425,860,9,3,25.24,2023-09-03T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0283,VEH-996384-731,Isuzu Vehicle #284,Isuzu industrial vehicle for manufacturing operations,vehicle,operational,fair,hawassa-park,Bole Lemi Industrial Park,"Building C, Floor 2",2024-04-24T00:23:31.979425,127911,103712.81,11.52,Isuzu,Isuzu-100,SN2599834,120,2025-12-15T00:23:31.983042,2026-04-14T00:23:31.983042,2025-04-24T00:23:31.979425,626,5,26,10.17,2024-04-24T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0284,SAF-229135-239,Generic Brand Safety Equipment #285,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,excellent,kombolcha,Kombolcha Industrial Park,"Building B, Floor 3",2023-10-06T00:23:31.979425,990,613.03,19.08,Generic Brand,Generic Brand-876,SN1382230,180,2025-07-31T00:23:31.983042,2026-01-27T00:23:31.983042,2026-10-05T00:23:31.979425,827,4,163,5.23,2023-10-06T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0285,INF-728449-128,General Electric Infrastructure #286,General Electric industrial infrastructure for manufacturing operations,infrastructure,repair,poor,kilinto,Hawassa Industrial Park,"Building B, Floor 1",2022-08-12T00:23:31.979425,451748,226484.38,18.31,General Electric,General Electric-529,SN9190187,180,2025-11-06T00:23:31.983042,2026-05-05T00:23:31.983042,2024-08-11T00:23:31.979425,1247,6,65,15.34,2022-08-12T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0286,VEH-616786-120,Toyota Vehicle #287,Toyota industrial vehicle for manufacturing operations,vehicle,operational,good,bole-lemi,Kombolcha Industrial Park,"Building C, Floor 3",2026-01-01T00:23:31.979425,54507,54296.08,14.56,Toyota,Toyota-942,SN8674536,120,2025-12-06T00:23:31.983042,2026-04-05T00:23:31.983042,2027-01-01T00:23:31.979425,9,0,35,7.0,2026-01-01T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0287,FUR-187565-140,Generic Brand Furniture #288,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,poor,kombolcha,Kilinto Industrial Park,"Building A, Floor 2",2023-11-21T00:23:31.979425,3421,2695.38,10.55,Generic Brand,Generic Brand-895,SN5769392,180,2025-10-07T00:23:31.983042,2026-04-05T00:23:31.983042,2025-11-20T00:23:31.979425,781,4,95,15.21,2023-11-21T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0288,OTH-955396-835,Generic Brand Other #289,Generic Brand industrial other for manufacturing operations,other,operational,fair,hawassa-park,Kilinto Industrial Park,"Building A, Floor 2",2025-05-04T00:23:31.979425,24322,22450.66,11.0,Generic Brand,Generic Brand-216,SN7038383,180,2025-09-01T00:23:31.983042,2026-02-28T00:23:31.983042,2026-05-04T00:23:31.979425,251,1,131,10.07,2025-05-04T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0289,VEH-785317-186,Toyota Vehicle #290,Toyota industrial vehicle for manufacturing operations,vehicle,damaged,fair,kombolcha,Hawassa Industrial Park,"Building B, Floor 3",2025-07-18T00:23:31.979425,128154,119443.29,13.59,Toyota,Toyota-149,SN1023707,120,2025-09-21T00:23:31.983042,2026-01-19T00:23:31.983042,2027-07-18T00:23:31.979425,176,1,111,10.05,2025-07-18T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0290,FUR-614065-428,Generic Brand Furniture #291,Generic Brand industrial furniture for manufacturing operations,furniture,repair,poor,kombolcha,Kilinto Industrial Park,"Building C, Floor 1",2023-04-24T00:23:31.979425,709,582.15,7.0,Generic Brand,Generic Brand-421,SN4189152,180,2025-08-07T00:23:31.983042,2026-02-03T00:23:31.983042,2026-04-23T00:23:31.979425,992,5,156,15.27,2023-04-24T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0291,OTH-871609-839,Generic Brand Other #292,Generic Brand industrial other for manufacturing operations,other,operational,excellent,kilinto,Hawassa Industrial Park,"Building A, Floor 1",2023-07-10T00:23:31.979425,21010,18312.52,5.34,Generic Brand,Generic Brand-609,SN9990809,180,2025-07-30T00:23:31.983042,2026-01-26T00:23:31.983042,2025-07-09T00:23:31.979425,915,5,164,5.25,2023-07-10T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0292,MAC-574589-857,Schneider Electric Machinery #293,Schneider Electric industrial machinery for manufacturing operations,machinery,maintenance,poor,kombolcha,Hawassa Industrial Park,"Building B, Floor 1",2022-02-19T00:23:31.979425,275113,134052.84,16.87,Schneider Electric,Schneider Electric-264,SN8848608,90,2026-01-02T00:23:31.983042,2026-04-02T00:23:31.983042,2024-02-19T00:23:31.979425,1421,15,8,15.39,2022-02-19T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0293,SAF-231749-430,Generic Brand Safety Equipment #294,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,repair,good,bole-lemi,Bole Lemi Industrial Park,"Building B, Floor 2",2023-08-24T00:23:31.979425,6593,5563.91,6.88,Generic Brand,Generic Brand-156,SN6502489,180,2026-01-02T00:23:31.983042,2026-07-01T00:23:31.983042,2024-08-23T00:23:31.979425,870,4,8,7.24,2023-08-24T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0294,VEH-788633-911,Mercedes-Benz Vehicle #295,Mercedes-Benz industrial vehicle for manufacturing operations,vehicle,operational,good,kilinto,Kilinto Industrial Park,"Building B, Floor 2",2024-09-17T00:23:31.979425,137355,115995.52,12.07,Mercedes-Benz,Mercedes-Benz-647,SN3031725,120,2025-09-25T00:23:31.983042,2026-01-23T00:23:31.983042,2027-09-17T00:23:31.979425,480,4,107,7.13,2024-09-17T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0295,MAC-606525-746,Siemens Machinery #296,Siemens industrial machinery for manufacturing operations,machinery,operational,fair,bole-lemi,Kombolcha Industrial Park,"Building D, Floor 1",2021-03-31T00:23:31.979425,88826,51991.05,10.6,Siemens,Siemens-803,SN8435078,90,2025-11-26T00:23:31.983042,2026-02-24T00:23:31.983042,2023-03-31T00:23:31.979425,1746,19,45,10.48,2021-03-31T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0296,SAF-572755-150,Generic Brand Safety Equipment #297,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,maintenance,poor,kilinto,Bole Lemi Industrial Park,"Building B, Floor 3",2023-04-03T00:23:31.979425,8763,5129.91,17.56,Generic Brand,Generic Brand-885,SN3500923,180,2025-09-16T00:23:31.983042,2026-03-15T00:23:31.983042,2025-04-02T00:23:31.979425,1013,5,116,15.28,2023-04-03T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0297,OTH-512166-363,Generic Brand Other #298,Generic Brand industrial other for manufacturing operations,other,maintenance,fair,bole-lemi,Bole Lemi Industrial Park,"Building D, Floor 3",2021-10-09T00:23:31.979425,47900,21372.93,17.28,Generic Brand,Generic Brand-197,SN4792405,180,2025-10-08T00:23:31.983042,2026-04-06T00:23:31.983042,2024-10-08T00:23:31.979425,1554,8,94,10.43,2021-10-09T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0298,VEH-550027-111,Mercedes-Benz Vehicle #299,Mercedes-Benz industrial vehicle for manufacturing operations,vehicle,operational,good,kilinto,Kilinto Industrial Park,"Building B, Floor 1",2024-10-01T00:23:31.979425,98026,85505.76,10.16,Mercedes-Benz,Mercedes-Benz-877,SN7427587,120,2025-11-19T00:23:31.983042,2026-03-19T00:23:31.983042,2025-10-01T00:23:31.979425,466,3,52,7.13,2024-10-01T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0299,INF-680948-196,Caterpillar Infrastructure #300,Caterpillar industrial infrastructure for manufacturing operations,infrastructure,operational,good,kombolcha,Kombolcha Industrial Park,"Building B, Floor 2",2022-11-16T00:23:31.979425,486234,336344.28,11.04,Caterpillar,Caterpillar-479,SN6125563,180,2025-12-17T00:23:31.983042,2026-06-15T00:23:31.983042,2024-11-15T00:23:31.979425,1151,6,24,7.32,2022-11-16T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0300,MAC-699252-373,Siemens Machinery #301,Siemens industrial machinery for manufacturing operations,machinery,operational,fair,kilinto,Hawassa Industrial Park,"Building C, Floor 3",2024-09-15T00:23:31.979425,414890,363903.66,9.46,Siemens,Siemens-410,SN5283884,90,2025-11-27T00:23:31.983042,2026-02-25T00:23:31.983042,2025-09-15T00:23:31.979425,482,5,44,10.13,2024-09-15T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0301,OTH-549336-254,Generic Brand Other #302,Generic Brand industrial other for manufacturing operations,other,operational,good,kilinto,Hawassa Industrial Park,"Building D, Floor 3",2023-12-06T00:23:31.979425,5315,4350.09,9.11,Generic Brand,Generic Brand-709,SN4785143,180,2025-12-28T00:23:31.983042,2026-06-26T00:23:31.983042,2026-12-05T00:23:31.979425,766,4,13,7.21,2023-12-06T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0302,OTH-700357-189,Generic Brand Other #303,Generic Brand industrial other for manufacturing operations,other,maintenance,excellent,kombolcha,Bole Lemi Industrial Park,"Building A, Floor 3",2025-06-05T00:23:31.979425,31683,29192.81,12.76,Generic Brand,Generic Brand-446,SN5289193,180,2025-07-24T00:23:31.983042,2026-01-20T00:23:31.983042,2027-06-05T00:23:31.979425,219,1,170,5.06,2025-06-05T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0303,TOO-990842-917,Generic Brand Tool #304,Generic Brand industrial tool for manufacturing operations,tool,repair,fair,kilinto,Kombolcha Industrial Park,"Building C, Floor 3",2024-07-31T00:23:31.979425,1707,1326.88,15.99,Generic Brand,Generic Brand-710,SN4547243,180,2026-01-08T00:23:31.983042,2026-07-07T00:23:31.983042,2026-07-31T00:23:31.979425,528,2,2,10.14,2024-07-31T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0304,MAC-773178-168,Schneider Electric Machinery #305,Schneider Electric industrial machinery for manufacturing operations,machinery,operational,fair,bole-lemi,Bole Lemi Industrial Park,"Building B, Floor 1",2025-01-10T00:23:31.979425,372184,337780.57,9.25,Schneider Electric,Schneider Electric-723,SN4886721,90,2025-11-22T00:23:31.983042,2026-02-20T00:23:31.983042,2026-01-10T00:23:31.979425,365,4,49,10.1,2025-01-10T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0305,INF-160604-273,Komatsu Infrastructure #306,Komatsu industrial infrastructure for manufacturing operations,infrastructure,maintenance,fair,hawassa-park,Bole Lemi Industrial Park,"Building C, Floor 2",2022-09-16T00:23:31.979425,418056,202976.09,19.57,Komatsu,Komatsu-473,SN6547487,180,2025-12-26T00:23:31.983042,2026-06-24T00:23:31.983042,2023-09-16T00:23:31.979425,1212,6,15,10.33,2022-09-16T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0306,SAF-354904-621,Generic Brand Safety Equipment #307,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,repair,poor,hawassa-park,Hawassa Industrial Park,"Building B, Floor 1",2022-04-04T00:23:31.979425,2486,1202.31,17.53,Generic Brand,Generic Brand-854,SN9587645,180,2025-10-22T00:23:31.983042,2026-04-20T00:23:31.983042,2024-04-03T00:23:31.979425,1377,7,80,15.38,2022-04-04T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0307,FUR-426561-979,Generic Brand Furniture #308,Generic Brand industrial furniture for manufacturing operations,furniture,repair,fair,bole-lemi,Kombolcha Industrial Park,"Building C, Floor 1",2024-03-07T00:23:31.979425,4432,3038.89,18.49,Generic Brand,Generic Brand-429,SN1216148,180,2025-07-20T00:23:31.983042,2026-01-16T00:23:31.983042,2026-03-07T00:23:31.979425,674,3,174,10.18,2024-03-07T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0308,VEH-900545-632,Toyota Vehicle #309,Toyota industrial vehicle for manufacturing operations,vehicle,maintenance,good,kilinto,Kilinto Industrial Park,"Building C, Floor 1",2021-08-15T00:23:31.979425,135532,69731.89,14.0,Toyota,Toyota-150,SN1752879,120,2025-11-22T00:23:31.983042,2026-03-22T00:23:31.983042,2024-08-14T00:23:31.979425,1609,13,49,7.44,2021-08-15T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0309,OTH-579003-978,Generic Brand Other #310,Generic Brand industrial other for manufacturing operations,other,operational,good,hawassa-park,Kilinto Industrial Park,"Building D, Floor 3",2024-03-28T00:23:31.979425,33855,29832.45,6.83,Generic Brand,Generic Brand-533,SN5606360,180,2025-09-29T00:23:31.983042,2026-03-28T00:23:31.983042,2026-03-28T00:23:31.979425,653,3,103,7.18,2024-03-28T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0310,IT--976498-526,Dell It Equipment #311,Dell industrial it-equipment for manufacturing operations,it-equipment,maintenance,poor,kilinto,Kombolcha Industrial Park,"Building B, Floor 1",2022-04-06T00:23:31.979425,4470,1993.14,19.31,Dell,Dell-891,SN8424524,365,2025-06-25T00:23:31.983042,2026-06-25T00:23:31.983042,2025-04-05T00:23:31.979425,1375,3,199,15.38,2022-04-06T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0311,OTH-574811-974,Generic Brand Other #312,Generic Brand industrial other for manufacturing operations,other,maintenance,poor,bole-lemi,Kombolcha Industrial Park,"Building B, Floor 2",2022-10-13T00:23:31.979425,34215,20413.15,14.72,Generic Brand,Generic Brand-675,SN5123561,180,2025-11-20T00:23:31.983042,2026-05-19T00:23:31.983042,2023-10-13T00:23:31.979425,1185,6,51,15.32,2022-10-13T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0312,MAC-648113-973,Honeywell Machinery #313,Honeywell industrial machinery for manufacturing operations,machinery,operational,poor,kombolcha,Kilinto Industrial Park,"Building C, Floor 2",2021-02-28T00:23:31.979425,230291,151945.12,8.19,Honeywell,Honeywell-725,SN2534965,90,2025-11-01T00:23:31.983042,2026-01-30T00:23:31.983042,2024-02-28T00:23:31.979425,1777,19,70,15.49,2021-02-28T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0313,IT--329740-266,Lenovo It Equipment #314,Lenovo industrial it-equipment for manufacturing operations,it-equipment,repair,poor,hawassa-park,Kombolcha Industrial Park,"Building B, Floor 3",2021-10-11T00:23:31.979425,1536,815.59,13.84,Lenovo,Lenovo-717,SN9240375,365,2025-09-17T00:23:31.983042,2026-09-17T00:23:31.983042,2022-10-11T00:23:31.979425,1552,4,115,15.43,2021-10-11T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0314,IT--351089-534,Cisco It Equipment #315,Cisco industrial it-equipment for manufacturing operations,it-equipment,operational,good,hawassa-park,Kilinto Industrial Park,"Building C, Floor 1",2024-10-10T00:23:31.979425,4977,3843.12,18.67,Cisco,Cisco-873,SN6340943,365,2025-03-02T00:23:31.983042,2026-03-02T00:23:31.983042,2026-10-10T00:23:31.979425,457,1,314,7.13,2024-10-10T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0315,VEH-536339-970,Hino Vehicle #316,Hino industrial vehicle for manufacturing operations,vehicle,operational,excellent,kombolcha,Bole Lemi Industrial Park,"Building D, Floor 3",2024-09-09T00:23:31.979425,116590,92787.59,15.71,Hino,Hino-922,SN3801699,120,2025-10-26T00:23:31.983042,2026-02-23T00:23:31.983042,2026-09-09T00:23:31.979425,488,4,76,5.13,2024-09-09T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0316,OTH-302196-427,Generic Brand Other #317,Generic Brand industrial other for manufacturing operations,other,operational,good,kilinto,Bole Lemi Industrial Park,"Building B, Floor 1",2023-09-21T00:23:31.979425,35094,30970.72,5.28,Generic Brand,Generic Brand-758,SN8592270,180,2025-07-24T00:23:31.983042,2026-01-20T00:23:31.983042,2025-09-20T00:23:31.979425,842,4,170,7.23,2023-09-21T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0317,UTI-619042-271,Wilo Utility #318,Wilo industrial utility for manufacturing operations,utility,operational,good,kombolcha,Kombolcha Industrial Park,"Building B, Floor 1",2024-05-18T00:23:31.979425,96610,69006.44,18.47,Wilo,Wilo-841,SN4078772,90,2025-10-21T00:23:31.983042,2026-01-19T00:23:31.983042,2026-05-18T00:23:31.979425,602,6,81,7.16,2024-05-18T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0318,SAF-343480-886,Generic Brand Safety Equipment #319,Generic Brand industrial safety-equipment for manufacturing operations,safety-equipment,operational,good,bole-lemi,Bole Lemi Industrial Park,"Building B, Floor 1",2023-04-28T00:23:31.979425,5812,4998.19,5.42,Generic Brand,Generic Brand-687,SN7289183,180,2025-09-29T00:23:31.983042,2026-03-28T00:23:31.983042,2025-04-27T00:23:31.979425,988,5,103,7.27,2023-04-28T00:23:31.979425,2026-01-10T00:23:31.983042
asset_0319,FUR-564186-613,Generic Brand Furniture #320,Generic Brand industrial furniture for manufacturing operations,furniture,maintenance,excellent,kilinto,Bole Lemi Industrial Park,"Building B, Floor 1",2025-02-05T00:23:31.979425,4572,4030.98,12.69,Generic Brand,Generic Brand-227,SN5970686,180,2025-09-07T00:23:31.983042,2026-03-06T00:23:31.983042,2026-02-05T00:23:31.979425,339,1,125,5.09,2025-02-05T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0320,MAC-573861-727,Schneider Electric Machinery #321,Schneider Electric industrial machinery for manufacturing operations,machinery,maintenance,fair,kombolcha,Bole Lemi Industrial Park,"Building A, Floor 3",2025-10-10T00:23:31.979425,429410,421700.9,6.94,Schneider Electric,Schneider Electric-372,SN3185212,90,2025-11-09T00:23:31.985103,2026-02-07T00:23:31.985103,2028-10-09T00:23:31.979425,92,1,62,10.03,2025-10-10T00:23:31.979425,2026-01-10T00:23:31.985103
asset_0321,MAC-760558-823,ABB Machinery #322,ABB industrial machinery for manufacturing operations,machinery,repair,excellent,kilinto,Kombolcha Industrial Park,"Building C, Floor 3",2024-12-20T00:23:31.979425,122963,106308.71,12.87,ABB,ABB-583,SN3629462,90,2025-12-30T00:23:31.985103,2026-03-30T00:23:31.985103,2025-12-20T00:23:31.979425,386,4,11,5.11,2024-12-20T00:23:31.979425,2026-01-10T00:23:31.985103
